loan_amnt,installment,annual_inc,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,policy_code,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,last_pymnt_amnt_log,last_pymnt_amnt_capped,int_rate_clean,term_numeric,debt_to_income,interest_per_loan_amnt,loan_amnt_log,grade_encoded,loan_amnt_std,annual_inc_std,loan_amnt_norm,annual_inc_norm,loan_default
8400.0,266.38,52000.0,0.0,715.0,719.0,0.0,8.0,1.0,6460.0,28.0,1251.03,343.14,0.0,0.0,0.0,266.38,724.0,720.0,0.0,1.0,0.0,0.0,224723.0,1.0,1.0,0.0,2.0,22.0,12507.0,47.0,2.0,2.0,3366.0,35.0,27200.0,2.0,2.0,3.0,5.0,28090.0,20740.0,23.8,0.0,0.0,136.0,102.0,4.0,4.0,5.0,4.0,8.0,0.0,5.0,5.0,6.0,10.0,12.0,6.0,11.0,5.0,8.0,0.0,0.0,0.0,3.0,100.0,0.0,1.0,0.0,260655.0,18967.0,27200.0,26440.0,5.588670867554977,266.38,0.0881,36,0.1615384615384615,2220.1200000000003,9.036106025364846,0,-0.7321787741393332,-0.3213474159588449,0.1959287531806615,0.0047276165539311,False
30000.0,998.3,59500.0,0.0,680.0,684.0,1.0,8.0,1.0,22376.0,20.0,17896.06,5044.62,0.0,0.0,0.0,998.3,699.0,695.0,0.0,1.0,0.0,0.0,58357.0,1.0,2.0,0.0,0.0,33.0,35981.0,53.0,1.0,1.0,13767.0,69.0,27900.0,0.0,2.0,1.0,1.0,7295.0,1440.0,92.4,0.0,0.0,163.0,137.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,6.0,4.0,8.0,5.0,6.0,15.0,6.0,8.0,0.0,0.0,0.0,1.0,100.0,50.0,1.0,0.0,88346.0,58357.0,18900.0,60446.0,6.907055033867744,998.3,0.1213,36,0.5042016806722689,10917.0,10.308985993422082,1,1.5491557012862676,-0.2353618155453835,0.7455470737913485,0.0054094843261328,False
8000.0,259.99,70000.0,3.0,715.0,719.0,1.0,18.0,0.0,11262.0,39.0,8000.0,649.74,0.0,0.0,0.0,6314.49,619.0,615.0,0.0,1.0,0.0,0.0,315251.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,19300.0,0.0,0.0,0.0,1.0,17514.0,6788.0,24.6,0.0,0.0,122.0,121.0,42.0,22.0,5.0,54.0,0.0,0.0,2.0,3.0,4.0,5.0,19.0,6.0,15.0,3.0,18.0,0.0,0.0,0.0,0.0,89.2,25.0,0.0,0.0,369141.0,103401.0,9000.0,101396.0,8.75076062480687,6314.49,0.1049,36,0.1142857142857142,2517.6,8.987321812850125,1,-0.7744257088694368,-0.1149819749665374,0.1857506361323155,0.006364099207215,False
20000.0,608.72,125000.0,0.0,760.0,764.0,0.0,13.0,0.0,17609.0,39.0,10664.57,1509.83,0.0,1328.01,239.0418,608.72,539.0,535.0,0.0,1.0,0.0,0.0,105498.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,46500.0,0.0,0.0,0.0,4.0,8792.0,18391.0,48.9,0.0,0.0,81.0,124.0,5.0,5.0,0.0,26.0,5.0,0.0,2.0,2.0,3.0,8.0,19.0,8.0,20.0,2.0,13.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,164624.0,105498.0,36000.0,118124.0,6.412999835393641,608.72,0.0603,36,0.16,3618.0,9.90353755128617,0,0.4929823330336746,0.5155790947321799,0.4910941475826972,0.0113644628700269,True
10000.0,230.05,57493.0,0.0,690.0,694.0,1.0,12.0,0.0,19620.0,40.0,10000.0,1149.59,0.0,0.0,0.0,8864.08,779.0,775.0,0.0,1.0,0.0,3455.0,158006.0,1.0,0.0,0.0,0.0,106.0,0.0,0.0,4.0,4.0,9766.0,63.0,31000.0,1.0,0.0,1.0,4.0,13167.0,6781.0,68.0,0.0,0.0,133.0,244.0,2.0,2.0,3.0,2.0,0.0,0.0,5.0,9.0,5.0,22.0,4.0,10.0,33.0,9.0,12.0,0.0,0.0,0.0,4.0,77.5,40.0,0.0,0.0,192841.0,19620.0,21200.0,0.0,9.08987524272027,8864.08,0.1349,60,0.1739342180787226,6745.0,9.210440366976515,2,-0.5631910352189183,-0.2583715622160257,0.2366412213740458,0.0052270165102916,False
25000.0,1024.26,60000.0,0.0,665.0,669.0,0.0,10.0,0.0,20972.0,28.0,4498.86,4680.92,0.0,0.0,0.0,1024.26,539.0,535.0,0.0,1.0,0.0,0.0,56931.0,0.0,3.0,0.0,1.0,15.0,35959.0,59.0,0.0,1.0,7011.0,67.0,23800.0,2.0,1.0,0.0,2.0,5693.0,2596.0,87.9,0.0,0.0,119.0,168.0,15.0,15.0,0.0,15.0,15.0,0.0,5.0,6.0,6.0,15.0,6.0,7.0,22.0,6.0,10.0,0.0,0.0,0.0,0.0,96.4,83.3,0.0,0.0,84962.0,56931.0,21400.0,61162.0,6.932701517943206,1024.26,0.2727,36,0.4166666666666667,20452.5,10.12667110305036,4,1.021069017159971,-0.229629442184486,0.6183206106870228,0.0054549421776129,True
15600.0,330.85,98000.0,0.0,735.0,739.0,0.0,17.0,0.0,10909.0,35.0,5335.18,2540.74,0.0,0.0,0.0,0.0,724.0,720.0,0.0,1.0,0.0,0.0,49728.0,1.0,3.0,2.0,2.0,10.0,38819.0,81.0,5.0,7.0,3849.0,36.0,52700.0,1.0,4.0,2.0,9.0,2925.0,30235.0,24.2,0.0,0.0,165.0,161.0,6.0,6.0,0.0,7.0,10.0,0.0,5.0,7.0,10.0,13.0,16.0,14.0,19.0,7.0,17.0,0.0,0.0,0.0,7.0,100.0,10.0,0.0,0.0,108366.0,49728.0,39900.0,55666.0,0.0,0.0,0.0992,60,0.1591836734693877,7737.599999999999,9.65509029374725,1,0.0282660510025337,0.2060309332437186,0.3791348600508906,0.008909738890101,False
7900.0,220.22,82944.0,0.0,685.0,689.0,0.0,3.0,0.0,2937.0,6.0,145.56,292.94,0.0,447.78,4.04,220.22,514.0,510.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,27100.0,0.0,0.0,0.0,0.0,8591.0,5708.0,58.1,0.0,0.0,130.0,163.0,8.0,6.0,1.0,14.0,5.0,0.4836309218753203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,33.3,0.0,0.0,133650.0,38999.5,17450.0,33833.0,5.399157681474108,220.22,0.2245,60,0.0952449845679012,8867.75,8.974744612722734,5,-0.7849874425519628,0.0334177066003752,0.183206106870229,0.007540912066332,True
11000.0,336.94,50000.0,0.0,750.0,754.0,0.0,6.0,0.0,6711.0,8.0,4027.15,682.11,0.0,0.0,0.0,336.94,779.0,775.0,0.0,1.0,0.0,0.0,73058.0,1.0,0.0,0.0,0.0,999.0,0.0,0.0,1.0,1.0,3526.0,25.0,26500.0,0.0,0.0,0.0,1.0,12176.0,15974.0,18.1,0.0,0.0,130.0,45.0,1.0,1.0,2.0,34.0,20.0,0.0,1.0,3.0,3.0,4.0,0.0,5.0,6.0,3.0,6.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,111700.0,6711.0,19500.0,0.0,5.822868364932504,336.94,0.0646,36,0.22,2131.8,9.305741456739437,0,-0.457573698393659,-0.3442769094024346,0.2620865139949109,0.0045457851480107,False
35000.0,907.73,150000.0,0.0,735.0,739.0,1.0,23.0,0.0,44169.0,35.0,2992.7,4232.22,0.0,4488.35,807.9029999929,907.73,499.0,0.0,0.0,1.0,0.0,0.0,64220.0,0.0,1.0,1.0,1.0,10.0,20051.0,82.0,7.0,13.0,15386.0,18.0,337200.0,1.0,0.0,6.0,14.0,3058.0,293031.0,12.5,0.0,0.0,10.0,223.0,7.0,7.0,3.0,7.0,3.0,0.0,12.0,12.0,22.0,28.0,1.0,22.0,31.0,12.0,23.0,0.0,0.0,0.0,8.0,100.0,10.0,0.0,0.0,361569.0,64220.0,337200.0,24369.0,6.812048020352449,907.73,0.1898999999999999,60,0.2333333333333333,33232.49999999999,10.463131911491969,3,2.077242385412564,0.8021977627770513,0.8727735368956743,0.0136373554440322,True
17000.0,526.78,74000.0,0.0,705.0,709.0,0.0,12.0,0.0,9575.0,24.0,17000.0,1949.63,0.0,0.0,0.0,526.69,799.0,795.0,0.0,1.0,0.0,0.0,17090.0,1.0,3.0,0.0,1.0,21.0,7515.0,36.0,0.0,0.0,3630.0,32.0,31800.0,0.0,0.0,2.0,2.0,1424.0,10382.0,44.5,0.0,0.0,128.0,199.0,26.0,6.0,3.0,49.0,4.0,1.0,3.0,7.0,4.0,8.0,5.0,8.0,15.0,7.0,12.0,0.0,0.0,0.0,1.0,91.7,25.0,0.0,0.0,53482.0,17090.0,18700.0,20687.0,6.268508990070989,526.69,0.0724,36,0.2297297297297297,3692.4,9.741027444837728,0,0.1761303225578967,-0.069122988079358,0.4147582697201017,0.0067277620190559,False
21050.0,650.16,73794.68,0.0,760.0,764.0,0.0,13.0,0.0,8793.0,20.0,4303.48,889.59,0.0,0.0,0.0,650.16,749.0,745.0,0.0,1.0,0.0,0.0,14265.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,1.0,5373.0,13.0,68700.0,0.0,0.0,0.0,1.0,1189.0,51507.0,14.6,0.0,0.0,64.0,91.0,15.0,15.0,1.0,15.0,5.0,0.0,4.0,4.0,9.0,10.0,4.0,12.0,15.0,4.0,13.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,108700.0,8793.0,60300.0,0.0,6.478755387740309,650.16,0.0702,36,0.2852509151066175,4433.13,9.954703343920398,0,0.6038805367001968,-0.071476929876277,0.5178117048346056,0.0067090952069241,False
4500.0,140.96,30000.0,1.0,705.0,709.0,0.0,9.0,0.0,3793.0,12.0,4304.97,527.83,0.0,0.0,0.0,140.96,739.0,735.0,0.0,1.0,0.0,0.0,152756.0,1.0,1.0,0.0,1.0,18.0,17623.0,75.0,5.0,5.0,616.0,48.0,21600.0,0.0,0.0,0.0,7.0,16973.0,13620.0,5.4,0.0,0.0,94.0,41.0,1.0,1.0,1.0,1.0,17.0,0.0,2.0,4.0,4.0,5.0,3.0,7.0,8.0,5.0,9.0,0.0,0.0,0.0,5.0,91.7,0.0,0.0,0.0,179115.0,21416.0,14400.0,23488.0,4.955545327778296,140.96,0.0797,36,0.15,1075.95,8.412054873292933,0,-1.1440863877578444,-0.5735718438383318,0.0966921119592875,0.0027274710888064,False
4750.0,149.25,53000.0,0.0,750.0,754.0,1.0,10.0,0.0,22424.0,21.0,4750.0,572.08,0.0,0.0,0.0,49.74,709.0,705.0,0.0,1.0,0.0,0.0,232399.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,42500.0,0.0,0.0,0.0,3.0,23240.0,14328.0,60.4,0.0,0.0,130.0,312.0,0.0,0.0,2.0,42.0,1.0,0.0,3.0,5.0,3.0,9.0,4.0,7.0,15.0,5.0,10.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,316284.0,81556.0,36200.0,94359.0,3.926714554171136,49.74,0.0818,36,0.0896226415094339,1165.65,8.46611040118692,1,-1.1176820535515295,-0.3098826692370501,0.1030534351145038,0.0048185322568914,False
4700.0,147.07,45000.0,0.0,710.0,714.0,0.0,8.0,0.0,7767.0,23.0,4700.0,592.82,0.0,0.0,0.0,443.03,759.0,755.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,27100.0,0.0,0.0,0.0,0.0,8591.0,5708.0,58.1,0.0,0.0,130.0,163.0,8.0,6.0,1.0,14.0,5.0,0.4836309218753203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,33.3,0.0,0.0,133650.0,38999.5,17450.0,33833.0,6.095892127717207,443.03,0.079,36,0.1044444444444444,1113.9,8.45553053102413,0,-1.1229629203927924,-0.4016006430114089,0.1017811704834605,0.0040912066332096,False
15000.0,527.29,60000.0,0.0,730.0,734.0,3.0,11.0,0.0,4726.0,22.0,15000.0,3939.91,0.0,0.0,0.0,526.89,684.0,680.0,0.0,1.0,0.0,0.0,6167.0,4.0,1.0,1.0,1.0,12.0,1441.0,58.0,6.0,10.0,1540.0,18.0,32100.0,0.0,0.0,3.0,11.0,561.0,23175.0,16.6,0.0,0.0,179.0,25.0,2.0,2.0,0.0,2.0,0.0,0.0,8.0,9.0,8.0,8.0,10.0,10.0,12.0,9.0,11.0,0.0,0.0,0.0,7.0,100.0,0.0,0.0,0.0,34600.0,6167.0,27800.0,2500.0,6.268887928668525,526.89,0.1599,36,0.25,7195.5,9.61587214452889,2,-0.0351043510926218,-0.229629442184486,0.3638676844783715,0.0054549421776129,False
31900.0,747.23,72000.0,1.0,660.0,664.0,0.0,10.0,0.0,15386.0,21.0,1114.44,1101.91,0.0,0.0,0.0,0.0,704.0,700.0,0.0,1.0,0.0,0.0,224203.0,0.0,3.0,0.0,1.0,22.0,205943.0,58.0,0.0,0.0,5238.0,70.0,17000.0,1.0,0.0,0.0,1.0,22420.0,905.0,93.1,0.0,0.0,185.0,217.0,166.0,22.0,0.0,178.0,22.0,5.0,4.0,6.0,4.0,4.0,14.0,6.0,6.0,6.0,10.0,0.0,0.0,0.0,0.0,66.7,75.0,0.0,0.0,217026.0,224203.0,13100.0,196770.0,0.0,0.0,0.143,60,0.4430555555555555,22808.500000000004,10.37039263624398,2,1.74982864125426,-0.0920524815229477,0.7938931297709924,0.0065459306131355,False
10500.0,321.63,48000.0,0.0,700.0,704.0,0.0,11.0,1.0,10825.0,11.0,1580.79,345.22,0.0,0.0,0.0,321.63,709.0,705.0,0.0,1.0,0.0,0.0,163415.0,1.0,2.0,0.0,0.0,33.0,31666.0,89.0,3.0,4.0,6117.0,64.0,30500.0,1.0,0.0,2.0,5.0,14856.0,11155.0,48.1,0.0,0.0,48.0,63.0,3.0,3.0,1.0,12.0,11.0,0.0,2.0,4.0,5.0,5.0,2.0,8.0,8.0,4.0,11.0,0.0,0.0,0.0,3.0,100.0,40.0,1.0,0.0,188999.0,42491.0,21500.0,35764.0,5.776506155787731,321.63,0.0646,36,0.21875,2034.9000000000003,9.259225769705994,0,-0.5103823668062887,-0.3672064028460243,0.2493638676844783,0.0043639537420903,False
18000.0,633.01,31000.0,0.0,675.0,679.0,0.0,2.0,0.0,3459.0,9.0,18000.0,4271.54,0.0,0.0,0.0,7103.33,639.0,635.0,0.0,1.0,0.0,0.0,3459.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,2.0,2.0,2962.0,28.0,12600.0,0.0,0.0,1.0,2.0,1730.0,4738.0,38.5,0.0,0.0,90.0,166.0,11.0,11.0,1.0,12.0,9.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,7.0,2.0,2.0,0.0,0.0,0.0,2.0,66.7,0.0,0.0,0.0,12600.0,3459.0,7700.0,0.0,8.868459736295815,7103.33,0.1602,36,0.5806451612903226,8650.800000000001,9.798182590890704,2,0.281747659383156,-0.562107097116537,0.4402035623409669,0.0028183867917666,False
1800.0,59.27,30000.0,1.0,675.0,679.0,2.0,15.0,0.0,3240.0,28.0,1800.0,339.14,0.0,0.0,0.0,6.55,539.0,535.0,0.0,1.0,0.0,0.0,9946.0,1.0,1.0,0.0,1.0,17.0,6706.0,67.0,1.0,3.0,874.0,34.0,19600.0,0.0,0.0,3.0,4.0,829.0,6048.0,20.4,0.0,0.0,39.0,119.0,3.0,3.0,0.0,50.0,0.0,0.0,3.0,6.0,5.0,10.0,2.0,14.0,26.0,6.0,15.0,0.0,0.0,0.0,1.0,82.1,20.0,0.0,0.0,29600.0,9946.0,7600.0,10000.0,2.021547563260933,6.55,0.1139,36,0.06,615.0600000000001,7.496097345175956,1,-1.4292531971860445,-0.5735718438383318,0.0279898218829516,0.0027274710888064,False
31850.0,869.74,200000.0,0.0,665.0,669.0,1.0,15.0,0.0,7059.0,48.0,31850.0,5711.5,0.0,0.0,0.0,29771.79,669.0,665.0,0.0,1.0,0.0,0.0,241863.0,4.0,5.0,5.0,11.0,2.0,57814.0,56.0,3.0,4.0,1829.0,46.0,38700.0,5.0,1.0,3.0,15.0,18605.0,941.0,77.6,0.0,0.0,159.0,283.0,2.0,2.0,3.0,4.0,5.0,4.0,2.0,3.0,5.0,15.0,20.0,9.0,25.0,3.0,15.0,0.0,0.0,0.0,8.0,89.6,50.0,0.0,0.0,388381.0,64873.0,4200.0,103481.0,10.301350168127083,17440.045999999995,0.2145,60,0.15925,34159.125,10.368824057681683,3,1.7445477744129971,1.3754350988667945,0.7926208651399491,0.018183140592043,False
10500.0,345.95,72000.0,0.0,665.0,669.0,0.0,13.0,0.0,8683.0,22.0,10500.0,1086.49,0.0,0.0,0.0,7787.71,699.0,695.0,0.0,1.0,0.0,0.0,247858.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,16000.0,0.0,0.0,0.0,6.0,20655.0,821.0,88.1,0.0,0.0,66.0,115.0,6.0,6.0,1.0,6.0,11.0,0.0,5.0,6.0,6.0,10.0,8.0,8.0,13.0,6.0,13.0,0.0,0.0,0.0,3.0,95.5,100.0,0.0,0.0,274223.0,118414.0,6900.0,126573.0,8.960430528232983,7787.71,0.1144,36,0.1458333333333333,3603.6,9.259225769705994,1,-0.5103823668062887,-0.0920524815229477,0.2493638676844783,0.0065459306131355,False
11950.0,416.07,40758.0,0.0,680.0,684.0,0.0,3.0,0.0,4771.0,14.0,11950.0,3028.39,0.0,0.0,0.0,415.94,659.0,655.0,0.0,1.0,0.0,0.0,14826.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,1.0,4942.0,5000.0,95.0,0.0,0.0,114.0,122.0,68.0,5.0,0.0,68.0,5.0,0.0,1.0,1.0,3.0,3.0,9.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0,1.0,93.0,100.0,0.0,0.0,18192.0,14826.0,5000.0,13192.0,6.032942326554291,415.94,0.1531,36,0.2931939741891162,5488.634999999999,9.38857023586688,2,-0.3572372284096627,-0.4502340986052627,0.2862595419847328,0.0037055422212524,False
15000.0,467.91,68000.0,1.0,685.0,689.0,0.0,3.0,0.0,9575.0,10.0,15000.0,1178.22,0.0,0.0,0.0,9633.89,739.0,735.0,0.0,1.0,0.0,0.0,20098.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,12500.0,0.0,0.0,0.0,0.0,6699.0,2832.0,62.2,0.0,0.0,114.0,408.0,77.0,33.0,0.0,408.0,2.0,0.0,1.0,2.0,1.0,4.0,4.0,2.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,34174.0,20098.0,7500.0,21674.0,9.173146164073383,9633.89,0.0769,36,0.2205882352941176,3460.5000000000005,9.61587214452889,0,-0.0351043510926218,-0.1379114684101271,0.3638676844783715,0.0061822678012946,False
5000.0,173.23,44200.0,0.0,735.0,739.0,8.0,9.0,0.0,232.0,19.0,924.4,457.76,0.0,3.68,0.0,173.23,719.0,715.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,27100.0,0.0,0.0,0.0,0.0,8591.0,5708.0,58.1,0.0,0.0,130.0,163.0,8.0,6.0,1.0,14.0,5.0,0.4836309218753203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,33.3,0.0,0.0,133650.0,38999.5,17450.0,33833.0,5.160376265434814,173.23,0.1496,36,0.1131221719457013,2244.0,8.517393171418904,3,-1.0912777193452148,-0.4107724403888448,0.1094147582697201,0.0040184740708415,False
5900.0,201.62,27000.0,1.0,675.0,679.0,0.0,9.0,0.0,11695.0,12.0,5900.0,756.96,0.0,0.0,0.0,4443.73,644.0,640.0,0.0,1.0,0.0,0.0,14808.0,1.0,1.0,0.0,0.0,48.0,3113.0,22.0,2.0,4.0,4841.0,25.0,46100.0,0.0,0.0,0.0,4.0,1645.0,26805.0,30.4,0.0,0.0,72.0,74.0,2.0,2.0,0.0,2.0,22.0,0.0,6.0,6.0,7.0,7.0,2.0,8.0,10.0,6.0,9.0,0.0,0.0,0.0,2.0,83.3,14.3,0.0,0.0,60041.0,14808.0,38500.0,13941.0,8.399474403695912,4443.73,0.1399,36,0.2185185185185185,2476.23,8.682877107057168,2,-0.9962221162024814,-0.6079660840037164,0.1323155216284987,0.0024547239799258,False
10000.0,332.1,65000.0,0.0,665.0,669.0,0.0,9.0,0.0,53803.0,28.0,7765.68,1851.9,0.0,0.0,0.0,332.1,684.0,680.0,0.0,1.0,0.0,0.0,236150.0,1.0,2.0,1.0,2.0,1.0,122595.0,100.0,2.0,2.0,9709.0,98.0,55500.0,2.0,0.0,3.0,4.0,29519.0,449.0,97.6,0.0,0.0,155.0,127.0,11.0,1.0,3.0,11.0,1.0,2.0,2.0,4.0,2.0,2.0,18.0,6.0,7.0,4.0,9.0,0.0,0.0,0.0,3.0,67.9,100.0,0.0,0.0,240009.0,176398.0,18800.0,109309.0,5.808442745199634,332.1,0.1199,36,0.1538461538461538,3597.0,9.210440366976515,1,-0.5631910352189183,-0.1723057085755117,0.2366412213740458,0.0059095206924139,False
5000.0,168.45,35500.0,2.0,675.0,679.0,0.0,15.0,0.0,5423.0,28.0,5000.0,1005.39,0.0,0.0,0.0,1460.85,569.0,565.0,0.0,1.0,0.0,517.0,5473.0,2.0,0.0,0.0,0.0,96.0,50.0,1.0,3.0,7.0,733.0,20.0,22200.0,0.0,0.0,0.0,7.0,365.0,6315.0,38.7,0.0,52.0,103.0,179.0,3.0,3.0,0.0,4.0,17.0,0.0,7.0,13.0,7.0,16.0,3.0,14.0,25.0,13.0,14.0,0.0,0.0,0.0,3.0,85.7,28.6,0.0,0.0,27190.0,5473.0,10300.0,4990.0,7.287458035866861,1460.85,0.1299,36,0.1408450704225352,1948.5,8.517393171418904,2,-1.0912777193452148,-0.5105157368684601,0.1094147582697201,0.0032275074550876,False
11200.0,260.55,80000.0,0.0,675.0,679.0,1.0,7.0,2.0,8134.0,12.0,261.47,250.93,0.0,1038.85,186.993,260.55,499.0,0.0,0.0,1.0,0.0,0.0,104713.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,10900.0,0.0,0.0,0.0,5.0,14959.0,2686.0,64.2,0.0,0.0,162.0,32.0,2.0,2.0,3.0,15.0,2.0,2.0,2.0,3.0,2.0,2.0,6.0,3.0,3.0,3.0,7.0,0.0,0.0,0.0,2.0,83.3,0.0,2.0,0.0,114764.0,33684.0,7500.0,30264.0,5.56662546981662,260.55,0.1399,60,0.14,7834.399999999999,9.32375833901174,2,-0.4364502310286071,-0.0003345077485888,0.2671755725190839,0.0072732562368172,True
28000.0,785.16,100000.0,1.0,685.0,689.0,0.0,8.0,0.0,7047.0,23.0,13981.87,15818.84,0.0,0.0,0.0,785.16,664.0,660.0,0.0,1.0,0.0,142.0,32908.0,0.0,3.0,2.0,3.0,12.0,25861.0,55.0,1.0,2.0,3697.0,59.0,9000.0,4.0,6.0,2.0,5.0,4114.0,303.0,92.4,0.0,0.0,140.0,172.0,7.0,7.0,0.0,7.0,9.0,0.0,1.0,4.0,1.0,2.0,16.0,4.0,7.0,4.0,8.0,0.0,0.0,0.0,3.0,95.5,100.0,0.0,0.0,55682.0,32908.0,4000.0,46682.0,6.667160334054171,785.16,0.2274,60,0.28,31836.0,10.239995502805316,4,1.337921027635749,0.2289604266873083,0.6946564885496183,0.0090915702960215,False
17600.0,653.37,30000.0,0.0,675.0,679.0,2.0,10.0,0.0,19298.0,15.0,7336.65,3822.81,0.0,0.0,0.0,0.0,739.0,735.0,0.0,1.0,0.0,0.0,22921.0,3.0,1.0,0.0,1.0,18.0,3623.0,45.0,5.0,5.0,11073.0,56.0,33000.0,1.0,0.0,2.0,6.0,2292.0,4776.0,78.1,0.0,0.0,61.0,87.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,5.0,4.0,5.0,4.0,9.0,11.0,5.0,10.0,0.0,0.0,0.0,5.0,100.0,50.0,0.0,0.0,41000.0,22921.0,21800.0,8000.0,0.0,0.0,0.1992,36,0.5866666666666667,10517.76,9.77571099759397,3,0.2395007246530522,-0.5735718438383318,0.4300254452926208,0.0027274710888064,False
20000.0,602.3,87000.0,1.0,790.0,794.0,0.0,14.0,0.0,6833.0,39.0,20000.0,943.98,0.0,0.0,0.0,14324.59,784.0,780.0,0.0,1.0,0.0,0.0,162956.0,0.0,1.0,0.0,0.0,43.0,24745.0,51.0,0.0,0.0,6819.0,23.0,89700.0,0.0,0.0,0.0,0.0,14814.0,72667.0,8.6,0.0,0.0,141.0,598.0,75.0,43.0,5.0,75.0,5.0,0.0,2.0,2.0,6.0,11.0,13.0,11.0,21.0,2.0,14.0,0.0,0.0,0.0,0.0,97.4,0.0,0.0,0.0,344258.0,31578.0,79500.0,48158.0,9.569802727471265,14324.59,0.0532,36,0.2298850574712643,3192.0,9.90353755128617,0,0.4929823330336746,0.0799187193039751,0.4910941475826972,0.0079096661575387,False
7200.0,224.6,84700.0,0.0,730.0,734.0,0.0,17.0,0.0,19786.0,38.0,7200.0,760.93,0.0,0.0,0.0,3027.42,709.0,705.0,0.0,1.0,0.0,0.0,60860.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,52100.0,0.0,0.0,0.0,7.0,3580.0,24801.0,38.9,0.0,0.0,163.0,299.0,5.0,2.0,1.0,5.0,14.0,0.0,7.0,9.0,10.0,19.0,7.0,13.0,29.0,9.0,17.0,0.0,0.0,0.0,4.0,100.0,20.0,0.0,0.0,115483.0,60860.0,40600.0,62211.0,8.015796310354748,3027.42,0.0769,36,0.0850059031877213,1661.0400000000002,8.881975184248867,0,-0.8589195783296443,0.0535498018438469,0.1653944020356234,0.0077005600407302,False
